company,position,q,a
(주)가비아,신입 백엔드개발자,Q5. 개인 저장소 및 블로그 등이 있다면 운영 목적과 함께 서술하여 주십시오. (URL 포함) 보기,""" URL 첨부 "" 개인 저장소 목적으로 사용 중인 GitHub 주소입니다. 저는 지금까지 개인 프로젝트를 포함, 다양한 언어를 사용하여 몇 가지의 프로젝트를 진행하였고, 그동안은 깃허브에 제가 만들어 둔 프로젝트들을 보관하고, 새로운 프로젝트를 진행할 때마다 스스로의 발전 상황이나 보안점을 알아보는 용도로, 혹은 GitLab을 이용하여 팀원들과 프로젝트를 진행하며 그 프로젝트를 저장하는 역할에 집중하였습니다. 이후 Git을 통해 제가 가진 역량을 다른 이에게 보이고, 그동안의 기술의 성과를 나타낼 수 있다는 것을 알게 되어 포트폴리오로서 기능할 수 있는 Git page를 구성하였습니다. 그 덕분에 현재 진행하고 있는 개인 Spring boot 프로젝트를 하면서 이후 프로젝트의 설명을 readme.md를 통해 작성할 때에 잘못된 점이 없도록 하기 위해 더욱 심혈을 기울이고 문제가 없는 코드를 작성하기 위해 노력할 수 있게 되었습니다. "" URL 첨부 "" 개발 지식들을 저장해두는 블로그입니다. 날마다 1개의 java 알고리즘 문제 풀이를 진행하고 있으며, 이 풀이에 있어 새로운 풀이 방법을 적용해서 진행할 때나, 개인적으로 어렵거나 재미있다고 생각한 문제들을 블로그에서 복기하며 적어두기 위해 시작하였습니다. 현재는 Git에는 전체적인 flow나 전문적인 내용, 결과 위주로 서술한다면 해당 블로그는 발생했던 문제의 해결 방법이나 세세한 설명 위주로 작성하였습니다. 이후 현재 진행 중인 Spring boot 프로젝트가 완성된다면 해당 프로젝트의 진행 내용들을 이곳에 작성할 예정입니다. 글자수 798 자 1,314 Byte"
나이스피앤아이(주),신입 백엔드개발자,"Q1. 역량 또는 경력 추가 기술 (양식, 분량 자유) 보기","""All For One"" - 다룰 수 있는, 가장 좋아하는 언어 처음 개발에 흥미를 가지게 된 이후, 현재까지 JVM 기반 프로그램을 공부 중에 있습니다. Spring boot, Spring Data JPA, querydsl을 사용한 개발 공부를 진행 중이고, 이를 사용한 여러 프로젝트를 진행해 보았습니다. 해당 IDE와 언어에 대해 단순히 원하는 기능을 구현하는 것을 넘어 시간 복잡도나 효율성 문제를 파악하고 이를 해결하며 생산성 있는 동시에 깔끔하고 직관적인 코드를 짜기 위한 노력을 하고 있습니다. - 이를 위한 노력과 결과, 성과에 관하여 ""Back End 개발자로서의 능력 함양을 위하여"" `배움과 기초` 개발에 관한 학습과 이에 관한 프로젝트를 시도했고 이를 통해 Spring boot에 관한 기본적인 지식을 쌓을 수 있었습니다. 제가 가장 좋아하는 Spring boot 관련 개발 공부 외에도, 알고리즘 풀이를 위해 매일 java를 통한 문제 풀이를 진행하고 있으며, 백엔드에 있어 필수적인 요소 중 하나인 DB에 관한 문제 풀이와 기초 공부를 해 왔습니다. 또 javascript를 통한 몇 가지 프로젝트를 시도해 보며, 개발자로서 가진 지식의 넓이를 키우기 위한 사전 준비를 해왔습니다. `확인, 그리고 적용` 배움을 통해 개발자로서의 기초를 다진 후 제가 배운 것들을 확인해 보기 위해, 스스로 문제를 겪어 보고 이를 해결하는 개인 프로젝트를 진행하였습니다. Spring boot 환경에서 Spring data JPA와 H2 Database, spring security, 그리고 프론트 뷰를 구현하여 보았고, AWS 상에서 구동시켜 확인해 보았습니다. 개발의 시작부터 끝까지 혼자 진행해 보면서 다양한 문제를 실제로 접할 수 있었고 이 문제를 해결하고 처리해 나가면서, 또 이전에 배웠던 내용을 실제로 적용하거나 새로운 기술들 시도해 보면서 조금 더 개발에의 흥미와 자신을 가질 수 있었습니다. `발전을 위하여` 이전까지 개발자로서의 지식의 확장과 다양한 경험을 쌓아 올리는 데에 집중하였다면, 이후로는 깊이를 더해나가는 공부를 진행 중에 있습니다. 먼저 영속성 컨텍스와 JPA에 관한 개념과 관계형 데이터베이스 - 객체지향 언어의 패러다임 차이에 대해 배웠습니다. 또 JPA, Spring Data JPA에서의 N+1방지 방법과 영속성 컨텍스의 Dirty checking을 사용한 update 사용 이유, OSVI를 사용한 최적화, 실무에서의 lazy fetch와 fetch join 관련 주의사항 등 중요하며 핵심적인 개념들을 활용하여 기존 프로젝트를 리팩터링 중에 있습니다. 글자수 1,320 자 2,066 Byte"
나이스피앤아이(주),신입 백엔드개발자,"Q2. 자기소개 (양식, 분량 자유) 보기","""All For One"" 저는 java 개발자가 되기 위해서 자바 언어를 가장 처음으로 공부하였고, 지금도 매일 알고리즘 풀이를 병행하며 컴퓨터 사고를 기르기 위해 노력하고 있습니다. 기존에 공부했던 JSP에 대해 조금 더 파악하고, spring에 활용하기 전에 배우기 위해 IT OO 학원에 다니며 공부하였고, 여러 예제를 사용한 Spring 프로젝트를 진행했습니다. 백엔드 이외에도 front-end에 활용되는 javascript의 기능 활용을 더 잘 알기 위해, 또 JQuery보다는 document에서의 element 활용이나 변수의 사용법을 확실히 알기 위해 vanilla JS를 사용하여 조금씩 난도를 높여가며 프로젝트를 진행 중입니다. 백엔드의 데이터 활용에 필수적인 DB 사용법을 알기 위해, OOOOOO라는 사이트에서 MySql을 사용하여 모든 문제를 해결하였고, OOOOOO 사이트에 존재하는 MS-Sql 프로시저와 쿼리로 이루어진 다양한 데이터들을 가공하고, 편집하여 보았습니다. 현재는 OOOOOOOOOOOO 회사에 재직하며 Oracle을 사용 중이며, 여러 Toy Project를 MySql, MS-SQL, Oracle 모든 DB를 사용하여 시도해 보았습니다. 또한 현재 자바 이외에도 여러 분야에서 다양한 스크립트 언어가 사용되고 있으며 이와 java의 차이점을 알고, 장단점을 파악해 적절하게 사용하기 위하여 kotlin을 통한 애플리케이션 제작, C언어를 사용한 리눅스 보드 제어, C++ 언어로 디지털 필터 구현, PHP 웹 게시판 제작 등 많은 활동을 하였습니다. 이러한 경험들 덕분에 저는 각각의 언어에 장단점이 명확히 존재하며, 사용자 또한 명확한 목적을 갖고 언어를 사용한다면 더욱 효율적인 언어의 사용이 가능하다는 것을 알았습니다. 그리고 back-end와 front-end 간의 기능 부여와 통신을 공부하였습니다. ajax를 사용하여 페이징과 글 순서 변경, 강의 전달 등을 구현하였으며, 이 과정에서 보안 취약 문제 해결 방안들과 속도 개선 등에 대해 알 수 있었습니다. 개인적으로는 현재 스프링 부트를 사용하는 웹 페이지 제작법을 공부하고 있는데, 해당 프로젝트는 spring security를 이용한 여러 보안 처리, JPA의 N+1문제 해결 방법, MVC 패턴의 효율적 사용이나 클린 코드 작성 등 제가 가진 지식을 최대한 활용하고 더디더라도 많은 것을 알 수 있도록 공부하고 있습니다. 또 알고리즘 풀이 방법이나 개인적으로 공부한 내용들은 영상으로, 블로그에 글로 작성해 두었습니다. 이렇게 다양한 공부를 통해 저는 여러 언어나 DB에 대한 기초적인 지식을 쌓을 수 있었고, 이는 자바 개발자로서 발전할 수 있는 밑거름이 되었습니다. 그리고 이러한 여러 활동들과 그것을 통한 배움, 많은 사람과의 소통을 통해 저는 새로운 곳에 적응하고 새로운 것을 배울 때에 잘 해낼 수 있다는 자신감을 갖게 되었습니다. 나이스 피앤아이에서 제가 가진 장점과 지식을 활용할 수 있는 미래를 펼쳐나가겠습니다. 글자수 1,512 자 2,403 Byte"
㈜아이티센글로벌,신입 백엔드개발자,"Q1. 당사에 입사지원하신 이유와 지원한 분야를 희망하는 이유, 그리고 면접관이 꼭 알아주셨으면 하는 점을 기재해 주세요. 보기","""항상 꿈을 꾸며 도전하는 삶"" 개발자가 되고 싶다고 결심한 뒤, 제가 결정한 저의 미래의 모습입니다. 저는 어떤 목표를 이루기 위해서는 꿈을 잃지 않는 것과, 그 꿈을 현실로 만들기 위해 노력하는 것이 중요하다 생각합니다. 제가 이곳 아이티센에 지원한 이유도 마찬가지로, 여러 방식을 통해 발전하기를 추구하는 이 회사와 함께 더 꿈을 꾸며 도전하고 싶습니다. 저는 java programming 쪽을 지원하였는데 개발자가 되고 싶다고 결정한 뒤 가장 먼저 시도하고, 현재도 가장 힘을 쏟고 있는 언어가 java이기 때문입니다. java를 중심으로 공부하기로 결정한 뒤, 저는 매해 발전을 위해 다양한 프로젝트와 알고리즘 공부를 병행하고 있습니다. 그리고 지금까지 저는 최선을 다해 준비하였고, 앞으로도 더욱 나은 사람이 되기 위해 노력하는 중입니다. 저의 인생의 모습이 지금까지 끝없는 발전을 이루어낸 아이티센의 기업상과 매우 닮아 있고, 함께 노력하여 더 나아가는 미래를 그리고 싶습니다. 글자수 507 자 847 Byte"
㈜아이티센글로벌,신입 백엔드개발자,Q2. 본인이 지원한 직무와 관련한 경험 중 성공했거나 실패했던 사례가 있다면 기재해 주세요. 보기,"저는 다양한 사람들과 많은 프로젝트를 실시하였습니다. java 개발자가 되기 위해 노력한 뒤, 그와 관련한 수많은 프로젝트를 수행하였는데, 그중 가장 기억에 남는 프로젝트는 국가에서 대학생들을 위해 진행하는 OOO 프로젝트를 하면서 겪은 일들입니다. 저는 java를 통해 애플리케이션 제작과, php-MySql을 이용한 서버 구현을 담당하였는데, 실제 시연을 준비하는 과정에서 문제가 발생하였습니다. 서버 통신은 미리 포트 포워딩 된 상태에서만 가능한데, 저희가 사용하게 되는 wifi는 공용 네트워크이기 때문에 해당 작업이 불가능하다는 것이었습니다. 해결 방안으로 본래는 핫스팟을 이용하여 내부망으로 연결하고자 하였지만, 외부망을 통해 구현하는 것이 실제 서버 환경과 비슷하다고 생각하여 서버용 노트북을 따로 집에서 열어둔 뒤 외부망을 통해 접속하였습니다. 그리고 여러 실패와 시도를 통해 더욱 공부할 수 있었고, java 언어와 서버 통신을 더 잘 알게 되어 의미 있는 경험이라 생각합니다. 글자수 504 자 851 Byte"
㈜아이티센글로벌,신입 백엔드개발자,Q3. 인생을 살아가면서 가장 중요하다고 생각하는 가치가 있다면 본인의 경험을 토대로 그 이유에 대해서 기재해 주세요. 보기,"제가 살아가면서 느꼈던 가장 중요한 가치는 타인과의 조화입니다. 저는 예전부터 다양한 활동을 하며 많은 사람들과 협업을 하였는데, 일의 효율뿐 아니라 삶을 살아가는 데에도 사람과의 소통이 꼭 필요한 것을 깨달았습니다. 가장 기억에 남는 것은 고등학교 때 친구들과 저소득층 아이들을 가르치는 수련관에 버스킹을 하기 위한 작은 밴드를 하면서 겪었던 경험입니다. 밴드에서 저는 키보드를 맡았고, 여러 학생들이 각자 자신이 정한 파트에 따라 음악을 연습하였는데, 당시에는 아직 어렸기에 서로의 실수나 행동에 민감하게 반응할 수밖에 없었습니다. 하지만 한 팀으로 같은 목표를 위해 나아가다 보니 더욱 사이가 좋아질 수 있었고, 그때 사람들 간의 소통과 조화가 중요하고, 소중하다는 것을 알게 되었습니다. 그리고 공연 이후, 그곳의 많은 학생들과 친해졌고 다양한 삶과 다양한 인연들을 만날 수 있었습니다. 저의 가장 큰 가치는 여러 사람 간의 인연입니다. 그리고 모든 인연을 소중히 간직하고 싶습니다. 글자수 503 자 866 Byte"
현대오토에버㈜,신입 백엔드개발자,"Q1. 현대오토에버의 해당 직무에 지원한 이유와 앞으로 현대오토에버에서 키워 나갈 커리어 계획을 작성해 주시기 바랍니다. (최소 500자, 최대 1,000자 입력 가능) 보기","""최고가 되기 위해서"" 현재 IT 산업은 이전에 비해 눈부시게 발전하고 있습니다. 또, 하드웨어와 소프트웨어 기술을 융합하여 기존보다 발전된 생활을 누릴 수 있게 해 주고 있습니다. 저는 전자공학도로서 이전에 스마트폰과 도어락을 연결하여 기존보다 편의성과 보안성을 향상시킨 기술을 고안하여 여러 학생들, 그리고 멘토와 함께 프로젝트를 진행했던 적이 있었습니다. 그때에 저는 웹 페이지 제작과 어플리케이션 제작 전체 내용을 담당하였는데, 이를 통해 융합 IoT 기술의 중요성을 알게 되었습니다. 또한 새로운 기술들을 적용하고 원래 있던 기술들을 더하여 이전보다 발전되고 편리한 방법을 찾아 나간다는 것이 얼마나 재미있고 보람 있는 일인지 느꼈습니다. 그리고 이 활동을 통해 저는 앞으로의 커리어에 대한 목표를 세울 수 있게 되었습니다. 백엔드를 사용하며 구현한 API는 ICT와 APP 모든 곳에서 활용될 수 있는 것이었고, 그렇기 때문에 가장 기초적이고 중요한 분야라고 생각하였습니다. 그렇기에 저는 최고의 백엔드 개발자가 되어 효율적이고 효과적인 프로그램을 만들고 싶어졌습니다. 또한 이전까지 좁은 식견을 갖고 있던 저에게 다양한 개발법과 협업 방법을 알려 주었던 멘토님처럼, 제가 알고 있는 것들을 다른 사람에게 공유하며 그들과 함께 더욱 발전해 나가고 싶습니다. 이를 위해 많은 언어를 배우고 많은 환경에 적응하며 다양한 것을 적용할 수 있는 사람이 되기 위해 혼자, 친구와 함께 프로젝트를 진행 중에 있습니다. 이러한 노력은 최고의 java backend 개발자가 되기 위해 현재까지 계속해서 진행하고 있으며, 앞으로 현대오토에버에 근무하며 지금까지 공부한 지식 위에 더 많은 것들을 쌓을 것입니다. 그리고 이렇게 쌓은 지식을 바탕으로 더 많은 사람과 교류하며 많은 것을 볼 수 있게 되고, 많은 사람과 함께할 수 있는 개발자가 되어 나가겠습니다. 글자수 950 자 1,605 Byte"
현대오토에버㈜,신입 백엔드개발자,"Q2. 지원 직무와 관련하여 어떠한 역량을(지식/기술 등) 강점으로 가지고 있는지, 그 역량을 갖추기 위해 무슨 노력과 경험을 했는지 구체적으로 작성해 주시기 바랍니다. (학내외 활동/프로젝트/교육 이수 과정 등 본인의 경험을 기반으로 작성해 주시기 바랍니다.) (최소 500자, 최대 1,500자 입력 가능) 보기","""All For One"" 저는 java 개발자가 되기 위해서 자바 언어를 가장 처음으로 공부하였고, 지금도 매일 알고리즘 풀이를 병행하며 컴퓨터 사고를 기르기 위해 노력하고 있습니다. 기존에 공부했던 JSP에 대해 조금 더 파악하고, spring에 활용하기 전에 배우기 위해 IT OO 학원에 다니며 공부하였고, 여러 예제를 사용한 Spring 프로젝트를 진행했습니다. 백엔드 이외에도 front-end에 활용되는 javascript의 기능 활용을 더 잘 알기 위해, 또 JQuery보다는 document에서의 element 활용이나 변수의 사용법을 확실히 알기 위해 vanilla JS를 사용하여 조금씩 난도를 높여가며 프로젝트를 진행 중입니다. 백엔드의 데이터 활용에 필수적인 DB 사용법을 알기 위해, OOOOOO라는 사이트에서 MySql을 사용하여 모든 문제를 해결하였고, OOOOOO 사이트에 존재하는 MS-Sql 프로시저와 쿼리로 이루어진 다양한 데이터들을 가공하고, 편집하여 보았습니다. 현재는 OOOOOOOOOOOO 회사에 재직하며 Oracle을 사용 중이며, 여러 Toy Project를 MySql, MS-SQL, Oracle 모든 DB를 사용하여 시도해 보았습니다. 또한 현재 자바 이외에도 여러 분야에서 다양한 스크립트 언어가 사용되고 있으며 이와 java의 차이점을 알고, 장단점을 파악해 적절하게 사용하기 위하여 kotlin을 통한 어플리케이션 제작, C언어를 사용한 리눅스 보드 제어, C++ 언어로 디지털 필터 구현, PHP 웹 게시판 제작 등 많은 활동을 하였습니다. 이러한 경험들 덕분에 저는 각각의 언어에 장단점이 명확히 존재하며, 사용자 또한 명확한 목적을 갖고 언어를 사용한다면 더욱 효율적인 언어의 사용이 가능하다는 것을 알았습니다. 그리고 back-end와 front-end 간의 기능 부여와 통신을 공부하였습니다. ajax를 사용하여 페이징과 글 순서 변경, 강의 전달 등을 구현하였으며, 이 과정에서 보안 취약 문제 해결 방안들과 속도 개선 등에 대해 알 수 있었습니다. 개인적으로는 현재 스프링 부트를 사용하는 웹 페이지 제작법을 공부하고 있는데, 해당 프로젝트는 spring security를 이용한 여러 보안 처리, JPA의 N+1문제 해결 방법, MVC 패턴의 효율적 사용이나 클린 코드 작성 등 제가 가진 지식을 최대한 활용하고 더디더라도 많은 것을 알 수 있도록 공부하고 있습니다. 또 알고리즘 풀이 방법이나 개인적으로 공부한 내용들은 영상으로, 블로그에 글로 작성해 두었습니다. 이렇게 다양한 공부를 통해 저는 여러 언어나 DB에 대한 기초적인 지식을 쌓을 수 있었고, 이는 자바 개발자로서 발전할 수 있는 밑거름이 되었습니다. 그리고 이러한 여러 활동들과 그것을 통한 배움, 많은 사람과의 소통을 통해 저는 새로운 곳에 적응하고 새로운 것을 배울 때에 잘 해낼 수 있다는 자신감을 갖게 되었습니다. 현대오토에버에서 제가 가진 장점과 지식을 활용할 수 있는 미래를 펼쳐나가겠습니다. 글자수 1,510 자 2,400 Byte"
현대IT&E,신입 백엔드개발자,Q1. 현대백화점그룹이 지향하는 4가지 실천 가치(열정/소통/창의/파트너십 중 택 1)와 부합하는 본인의 강점과 경험을 기술하여 주십시오. 보기,"""끊임 없이 노력하며 나아가는 삶"" 제가 개발자가 되기로 결심한 뒤, 마음속에 항상 품고 있는 저의 신조입니다. 남들보다 늦은 대학교 3학년 때에 저는 제 진로를 결심할 수 있었습니다. 그때에 저는 웹과 앱 만들기에 관심이 있었고, 두 가지 모두에 쓰이는 java 언어를 공부하기로 마음먹었습니다. 이후로 프로젝트로 JSP로 웹을 만들고, kotlin을 통해 앱을 만들어 패션 추천 애플리케이션을 만들게 되었습니다. 이 과정에서, backend 개발자가 되려는 결정을 하였고, 이후로는 그와 관련된 수많은 공부를 하였습니다. 저보다 먼저 공부하고, 많은 것을 배워 둔 사람들과의 차이를 좁히기 위해 기초적인 언어를 알기 위해 java 알고리즘 풀이를 매일 진행하고 있으며, 여러 백엔드 실습을 하였습니다. PHP와 java, ASP를 통한 웹 제작과 C언어를 사용하는 리눅스 보드 제어, C++ 디지털 필터 제작 등 백엔드에 사용되는 수많은 언어들을 직접 공부하며 그 차이와 장단점을 비교하였습니다. 이렇게 저는 제 목표를 향해 명확한 목적을 갖고 한 발짝씩 나아갈 수 있게 되었습니다. 앞으로도 저는 현대백화점에서 새로이 배우고 노력하며 이 열정을 잃지 않을 것입니다. 글자수 614 자 1,010 Byte"
현대IT&E,신입 백엔드개발자,Q2. 본인이 지원하는 직무에 있어 다른 지원자와는 차별화된 역량 및 그와 관련된 경험 혹은 경력을 기술하여 주십시오. 보기,"""넓은, 동시에 깊은 지식"" 저는 전자공학도로서 학교에서 여러 언어들을 배웠습니다. ATMega와 같은 어셈블리 언어, C언어나 C++ 언어를 처음에 배워 정확하고 효율적인 코딩 방법을 알게 되었습니다. 또, 아두이노나 라즈베리파이를 통한 실습을 진행하며 서버에서 어떤 식으로 데이터를 통신하는 것이 좋은지 배웠습니다. 학교 외에서도 제 꿈을 위해 더 많은 것을 알기 위해 노력했습니다. 여러 사람들과 혹은 혼자 프로젝트를 진행하며 항상 새로운 언어를 사용하며 많은 언어의 장단점과 사용 목적을 알았습니다. 한국에서 java가 발전되기 전에 사용되던 PHP나 가장 기초적인 언어인 ASP를 다루어 보았습니다. MySql을 사용하여 프로그래머스 사이트의 모든 문제를 해결하였고, MS-Sql의 프로시저와 쿼리 모두를 활용해 보았습니다. 그리고 가장 많은 노력을 기울인 것은 java 언어입니다. 레거시 JSP를 이용한 페이지 제작을 해 보았고, 이 경험을 통해 spring boot를 사용하는 웹 페이지 제작을 진행 중이며, 현재도 매일 알고리즘 풀이를 진행하고 있습니다. 이렇게 저는 개발자로서 넓으며, 동시에 깊은 지식을 갖기 위한 노력을 항상 하고 있습니다. 글자수 613 자 1,005 Byte"
현대IT&E,신입 백엔드개발자,Q3. 기존과 다른 새로운 변화를 시도했던 경험과 그를 통해 배운 점이 무엇인지 기술하여 주십시오. 보기,"""융합이란, IoT란"" 4차 산업혁명이 도래하며 세계는 빠르게 발전하고 있습니다. 그중 가장 눈에 띄는 것은 바로 기기와 인터넷의 연결, IoT입니다. 저는 백엔드 개발자임과 동시에 전자공학과의 학생으로서 기존의 것에 새로운 아이디어를 합쳐 더 발전된 것을 만들 수 있는 방법을 모색했습니다. 마침 대학교 4학년이 신청할 수 있는 OOO 프로젝트를 진행하였고, 제가 만든 아이디어를 바탕으로 저는 팀장이 되어 저를 포함한 4인의 학생과 1인의 현업 개발자를 모집하였습니다. 그 아이디어는 기존의 도어락에 스마트폰을 연결하는 것으로 비밀번호를 발급받아 보안성과 편리성을 향상시키는 것이었습니다. 또, 고령화 시대에 소외된 계층들을 보호할 수 있는 방법을 모색하였고, 도어락에 등록되어 있는 취약 계층 인원에게 며칠 이상 문의 사용 로그가 없으면 신고가 되는 등의 아이디어들을 합쳤습니다. 이 결과, 저희는 특허를 출원하는 등의 성과 외에도 새로운 아이디어를 생각해 내고, 이를 구현하기 위해 노력하는 방법을 배웠습니다. 저는 이 경험을 토대로 언제나 새로운 방법을 생각하고, 이를 구현할 수 있는 사람이 될 수 있었다 생각합니다. 글자수 590 자 998 Byte"
현대IT&E,신입 백엔드개발자,Q4. 당사 지원 동기와 입사 후 포부를 기술하여 주십시오. 보기,"""최고가 되어, 최선을 다하며, 다 함께"" 처음 개발자가 되려는 마음을 가지게 되었을 때, 저는 마음속에 불안감을 갖고 있었습니다. 남들보다 느리게 진로를 찾았고, 그만큼 다른 사람들보다 부족하다는 생각을 하였습니다. 그 덕분에 저는 언제나 열정적으로 노력할 수 있게 된 것 같습니다. 또 위에서 말씀드린 수많은 프로젝트를 진행하며 이를 Git에 올리거나, 블로그에 정리하고, 유튜브에 결과를 게시하는 등 결과를 정리하게 되었고, 이것은 제 노력의 원동력이 되었습니다. [링크 2건 첨부] 그 이후로 저는 항상 더 나아가기 위해 최선을 다하고 있고, 이 노력은 최고가 될 때까지, 그 이후로도 진행할 것입니다. 또 저는 비단 공부에 관한 프로젝트뿐만 아니라 저소득층 아이들을 위한 버스킹, 농구 대회 출전 등 많은 활동을 하였습니다. 그리고 모든 것은 다른 사람과 함께하는 것이 중요하다 생각했습니다. 저는 끊임없는 노력으로 배운 것들을 함께 나누며 더 발전하겠습니다. 글자수 506 자 847 Byte"
㈜다우기술,신입 백엔드개발자,Q1. 본인 성격의 강/약점에 대해서 실제 사례를 포함하여 작성해 주세요. 보기,"""노력과 성장"" 저의 성격은 한 가지에 집중하면, 그것을 해내기 위해 최선을 다한다는 것입니다. 그리고 그 덕분에 저는 지금껏 많은 성장을 이루어 낼 수 있었습니다. 제 목표는 최고의 개발자가 되어, 다른 사람에게 제가 가진 지식을 나눌 수 있게 되는 것입니다. 이 목표를 이루기 위해 매일 알고리즘 풀이를 진행하고, 그중 중요하다 생각한 것은 상세한 설명을 첨부하여 블로그에 올리고 있습니다. 또 대학교 때에 튜터링을 통해 제가 알고리즘을 가르쳐 주었던 동기 학생에게 개발 방법을 알려주고 있으며 현재 Spring boot, security 등 여러 모듈을 통해 얻은 지식들을 정리하고 있습니다. 그러한 저의 노력에는 계속하여 집중할 수 있는 성격이 뒷받침되었다고 생각합니다. 한 가지 목표를 위해 달려가며 포기하지 않고 매일매일 조금씩 발전할 수 있는 데에 노력은 필수적이기 때문입니다. 그렇지만, 너무 한 가지에 몰두하여 문제가 되는 경우 또한 있었습니다. 이전에 OOOOOO의 위클리 챌린지라는 과제에 도전하였을 때, 잘못된 접근 방식으로 풀이하여 문제를 오랫동안 해결하지 못한 적이 있었습니다. 그때에 그 문제를 풀기 위해 새벽까지 시도하느라 잠을 자지 못해 다음 날에 고생하는 등 생활 패턴에 문제가 있었습니다. 그렇기 때문에 저는 제 성격을 장점으로만 활용할 수 있게끔, 최대한 하루를 의미 있게 분배하여 공부하고 있습니다. 글자수 715 자 1,193 Byte"
㈜다우기술,신입 백엔드개발자,Q2. 본인이 회사를 선택하는 기준을 바탕으로 우리 회사를 선택한 이유를 작성해 주세요. 보기,"""최고의 회사, 최고의 개발자"" 1. 항상 노력하며 나아가는 삶 다양한 고객이 방문하고 많은 요구사항을 처리하는 서비스 업체에 있어 중요한 것은 언제나 발전하는 것이라 생각합니다. 저는 지금까지 많은 공부를 해 왔고, 현재 회사를 다니면서 매일 알고리즘 문제를 풀고, 주말에는 학원에 다니는 등 저 자신을 단련하기 위한 노력을 멈추지 않고 있습니다. 항상 고객에게 최고의 환경을 제공하기 위해 노력하는 다우기술은 저의 향상심과 노력을 유지하는 데 최고의 기업이라 생각하였습니다. 2. 새로운 곳에서, 새로운 것과 지금까지 저는 다양한 언어를 사용하여 여러 프로젝트를 시도해 보았습니다. 그리고 농구 대회 출전, 버스킹 활동, 피아노 교육 봉사활동 등 다른 사람들과 함께 여러 경험을 쌓았습니다. 그렇기에 스스로가 새로운 사람과 만나고, 새로운 것을 시도하는 것에 자신이 있고, 즐길 수 있는 사람이라 생각합니다. 다우기술에서 최고의 동료들과 어울려 새로운 것을 배우고, 적용해 나가고 싶습니다. 또한 국내 최고의 증권 애플리케이션인 영웅문과 메시징 서비스 뿌리오 등, 다우기술에서 제작한 다양한 서비스들은 사용자에게 좋은 기능을 쉽게 제공하고 있습니다. 이렇게 많은 고객을 응대하며 긍정적인 사용 경험을 제공하고 있는 다우기술의 일원이 되어 항상 최고의 서비스를 만들어 갈 사원이 되고 싶습니다. 글자수 689 자 1,173 Byte"
㈜다우기술,신입 백엔드개발자,"Q3. 해당 직무에 지원하신 이유, 본인이 적합하다고 판단하는 근거, 관련 산출물 등을 작성해 주세요. (프로젝트, 포트폴리오, github/블로그 URL 등이 있다면 간단한 설명과 함께 작성) 보기","""All For One"" 처음 자바를 배우게 된 후, 항상 최선을 다해 나아가기 위해 노력하고 있습니다. 다우기술에 근무하며 여러 고객들과 사용자에게 최고의 경험을 줄 수 있는 웹 사이트를 개발하는 개발자가 되기 위해, 저는 다양한 경험을 쌓아 왔습니다. 매일 진행 중인 알고리즘 풀이 외에도 기존에 공부했던 JSP에 대해 조금 더 파악하고, spring에 활용하기 전에 배우기 위해 IT OO 학원에 다니며 공부하였고, 여러 예제를 사용한 Spring 프로젝트를 진행했습니다. 백엔드 이외에도 front-end에 활용되는 javascript의 기능 활용을 더 잘 알기 위해, vanilla JS를 사용하여 조금씩 난도를 높여가며 프로젝트를 진행 중입니다. 백엔드의 데이터 활용에 필수적인 DB 사용법을 알기 위해, OOOOOO라는 사이트에서 MySql을 사용하여 모든 문제를 해결하였고, OOOOOO에 재직하며 MS-Sql을, OOOOOOOOOOOO 회사에 재직하며 Oracle을 사용하였습니다. 현재는 스프링 부트를 사용하는 웹 페이지 제작법을 공부하고 있는데, 해당 프로젝트는 spring security를 이용한 보안 처리, JPA의 N+1문제 방지와 효율적인 쿼리 사용, 클린 코드 작성 등 제가 가진 지식을 최대한 활용하며 더디더라도 많은 것을 알 수 있도록 공부하고 있습니다. 제가 진행한 프로젝트는 Git 허브에 올려 두었으며, [링크 첨부] 해당 링크에서 확인 가능합니다. 또, 지금껏 진행한 알고리즘 풀이 등에 대해 블로그에도 게시해 두었습니다. 글자수 782 자 1,229 Byte"
